ID Przepisu,Typ Zmiany,Stara Wartość,Nowa Wartość
350,Jednostka,Tbsps (sok z cytryny meyera),łyżki
350,Jednostka,Tbsps (sok pomarańczowy z krwi),łyżki
350,Jednostka,Tbsps (ocet jabłkowy),łyżki
350,Jednostka,Tbsps (wywar warzywny),łyżki
350,Jednostka,servings (sól i pieprz),porcje
351,Jednostka,Tbsps (ocet balsamiczny),łyżki
351,Jednostka,tsps (czekolada)),łyżeczki
351,Jednostka,sprig (zielona cebula),gałązka
351,Jednostka,dash (pieprz)),szczypta
351,Jednostka,dash (sól )),szczypta
352,Jednostka,servings (pieprz),porcje
352,Jednostka,servings (oliwa z oliwek),porcje
352,Jednostka,Tbsps (czerwony ocet winny),łyżki
352,Jednostka,pinch (sól),szczypta
353,Jednostka,Tbsp (olej do smażenia),łyżka
353,Jednostka,cloves (czosnek),ząbki
353,Jednostka,tsps (proszek czosnkowy),łyżeczki
353,Jednostka,tsps (mielony pieprz),łyżeczki
353,Jednostka,Tbsp (oliwa z oliwek do skropienia),łyżka
353,Jednostka,tsp (sól morska),łyżeczka
354,Jednostka,Tbsps (oliwa z oliwek),łyżki
354,Jednostka,tsp (czosnek),łyżeczka
354,Jednostka,pkg (kłoda koziego sera chavrie),opakowanie
355,Jednostka,inch (imbir - usuń skórę i),cm
355,Jednostka,sprig (liście kolendry),gałązka
355,Jednostka,servings (krople oliwy z pierwszego tłoczenia),porcje
355,Jednostka,servings (pieprz i sól),porcje
356,Jednostka,tsp (oliwa z oliwek),łyżeczka
356,Jednostka,tsp (bazylia),łyżeczka
356,Jednostka,servings (sól),porcje
356,Jednostka,tsp (płatki pieprzu),łyżeczka
356,Jednostka,Tbsps (ser feta do dekoracji),łyżki
357,Jednostka,cloves (czosnek),ząbki
357,Jednostka,tsp (liście tymianku),łyżeczka
357,Jednostka,tsp (kminek),łyżeczka
357,Jednostka,tsps (sól koszerna),łyżeczki
357,Jednostka,tsp (oregano),łyżeczka
357,Jednostka,cans (fasola nerkowa),puszki
358,Jednostka,Cloves (czosnek),ząbki
359,Jednostka,leaf (liście młodej rukoli),liść
359,Jednostka,Tbsps (ocet balsamiczny),łyżki
359,Jednostka,Tbsps (świeży tymianek),łyżki
359,Jednostka,clove (czosnek),ząbek
359,Jednostka,tsps (mielona kolendra),łyżeczki
359,Jednostka,tsps (proszek musztardowy),łyżeczki
359,Jednostka,Tbsps (oliwa z oliwek),łyżki
359,Jednostka,servings (pieprz),porcje
359,Jednostka,tsp (sól morska),łyżeczka
360,Jednostka,cloves (czosnek),ząbki
360,Jednostka,servings (mielony pieprz),porcje
360,Jednostka,tsps (sól),łyżeczki
360,Jednostka,tsp (cukier puder),łyżeczka
361,Jednostka,tsps (chili w proszku),łyżeczki
361,Jednostka,tsp (proszek czosnkowy),łyżeczka
361,Jednostka,tsps (mielony kminek),łyżeczki
361,Jednostka,Tbsps (oliwa z oliwek),łyżki
361,Jednostka,tsp (oregano),łyżeczka
361,Jednostka,tsp (papryka),łyżeczka
362,Jednostka,Tbsps (oliwa z oliwek),łyżki
362,Jednostka,servings (sól i pieprz),porcje
363,Jednostka,Tbsps (nasiona sezamu),łyżki
363,Jednostka,Tbsp (oliwa z oliwek),łyżka
363,Jednostka,Tbsps (sok z cytryny),łyżki
363,Jednostka,Tbsps (nektar z agawy),łyżki
363,Jednostka,Tbsps (pasta tahini),łyżki
363,Jednostka,tsps (sól),łyżeczki
364,Jednostka,Tbsps (masło orzechowe),łyżki
364,Jednostka,tsps (sól),łyżeczki
365,Jednostka,pinch (sól),szczypta
365,Jednostka,tsps (cukier),łyżeczki
365,Jednostka,servings (cukier cynamonowy),porcje
366,Jednostka,tsps (nasiona chia),łyżeczki
366,Jednostka,Tbsps (miód),łyżki
366,Jednostka,tsps (ekstrakt waniliowy),łyżeczki
366,Jednostka,Tbsps (mleko),łyżki
366,Jednostka,Tbsps (serek mascarpone),łyżki
366,Jednostka,tsp (kakao w proszku),łyżeczka
366,Jednostka,serving (czekolada i dodatkowe kakao w proszku),porcja
367,Jednostka,tsp (ekstrakt migdałowy),łyżeczka
367,Jednostka,Tbsps (dżem jagodowy),łyżki
367,Jednostka,can (zwykłe bułki półksiężycowe),puszka
367,Jednostka,tsp (woda),łyżeczka
367,Jednostka,Tbsp (mąka),łyżka
367,Jednostka,Tbsps (mleko),łyżki
367,Jednostka,pinch (sól morska),szczypta
367,Jednostka,Tbsps (cukier cukierniczy),łyżki
367,Jednostka,Tbsp (cukier turbinado),łyżka
369,Jednostka,Tbsps (pieczenie kakao),łyżki
369,Jednostka,tsps (sól koszerna),łyżeczki
369,Jednostka,Tbsp (ekstrakt waniliowy),łyżka
370,Jednostka,Tbsp (prosty syrop),łyżka
370,Jednostka,tsps (rozmaryn),łyżeczki
370,Jednostka,serving (kostki lodu),porcja
371,Jednostka,Tbsps (ketchup),łyżki
371,Jednostka,tsp (ocet ryżowy),łyżeczka
371,Jednostka,Tbsp (mirin),łyżka
371,Jednostka,tsp (proszek czosnkowy),łyżeczka
371,Jednostka,tsp (papryka),łyżeczka
371,Jednostka,pinch (papryka ostra),szczypta
371,Jednostka,Tbsp (woda),łyżka
372,Jednostka,servings (sól i pieprz),porcje
372,Jednostka,servings (ocet balsamiczny),porcje
373,Jednostka,tsps (proszek do pieczenia),łyżeczki
373,Jednostka,tsp (cynamon),łyżeczka
373,Jednostka,Tbsps (mleko),łyżki
373,Jednostka,tsps (sól),łyżeczki
374,Jednostka,Tbsp (masło),łyżka
374,Jednostka,Tbsps (mleko),łyżki
374,Jednostka,tsps (ekstrakt waniliowy),łyżeczki
374,Jednostka,Tbsp (mąka),łyżka
374,Jednostka,Tbsps (cukier granulowany),łyżki
374,Jednostka,Tbsps (kakao w proszku),łyżki
374,Jednostka,tsps (proszek do pieczenia),łyżeczki
375,Jednostka,tsp (syrop z agawy),łyżeczka
375,Jednostka,Tbsps (olej kokosowy),łyżki
375,Jednostka,Tbsps (okruszki krakersów graham),łyżki
375,Jednostka,servings (kostki lodu),porcje
375,Jednostka,Tbsps (kluczowy sok z limonki),łyżki
375,Jednostka,tsp (skórka z limonki),łyżeczka
375,Jednostka,tsp (ekstrakt waniliowy),łyżeczka
376,Jednostka,serving (lód),porcja
376,Jednostka,tsps (prosty syrop),łyżeczki
377,Jednostka,tsps (proszek kardamonu),łyżeczki
377,Jednostka,Tbsps (cukier),łyżki
378,Jednostka,Tbsps (mleko),łyżki
378,Jednostka,tsp (ekstrakt waniliowy),łyżeczka
379,Jednostka,serving (mielony cynamon),porcja
379,Jednostka,serving (jabłka),porcja
380,Jednostka,Tbsp (sok z cytryny),łyżka
381,Jednostka,serving (żurawiny),porcja
381,Jednostka,serving (lód),porcja
381,Jednostka,Tbsp (cukier),łyżka
383,Jednostka,tsps (proszek kardamonu),łyżeczki
383,Jednostka,serving (olej),porcja
384,Jednostka,tsps (wanilia),łyżeczki
384,Jednostka,tsps (proszek do pieczenia),łyżeczki
384,Jednostka,tsps (sól),łyżeczki
385,Jednostka,stalks (rabarbar),łodygi
385,Jednostka,handful (jagody),garść
385,Jednostka,Tbsp (miód),łyżka
386,Jednostka,handful (rukola),garść
387,Jednostka,Tbsps (oliwa z oliwek),łyżki
387,Jednostka,cloves (czosnek),ząbki
387,Jednostka,Tbsps (papryka),łyżki
387,Jednostka,tsp (chili w proszku),łyżeczka
387,Jednostka,tsps (oregano),łyżeczki
387,Jednostka,tsps (mielony pieprz),łyżeczki
387,Jednostka,tsps (papryka ostra),łyżeczki
388,Jednostka,head (kalafior),główka
388,Jednostka,pinch (papryka ostra),szczypta
388,Jednostka,servings (pietruszka),porcje
388,Jednostka,cloves (czosnek),ząbki
388,Jednostka,tsps (sól koszerna),łyżeczki
388,Jednostka,Tbsps (oliwa z oliwek),łyżki
390,Jednostka,cloves (czosnek),ząbki
390,Jednostka,servings (czerwony ocet winny),porcje
390,Jednostka,servings (sól i pieprz),porcje
391,Jednostka,Tbsp (ocet balsamiczny),łyżka
391,Jednostka,tsp (sok z cytryny),łyżeczka
391,Jednostka,tsp (tymianek),łyżeczka
391,Jednostka,Tbsp (rozmaryn),łyżka
391,Jednostka,tsps (sól),łyżeczki
391,Jednostka,tsps (pieprz),łyżeczki
391,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
391,Jednostka,Tbsps (ożywić),łyżki
391,Jednostka,cloves (czosnek),ząbki
391,Jednostka,tsps (nitki szafranu),łyżeczki
391,Jednostka,Tbsps (serek mascarpone),łyżki
392,Jednostka,Tbsp (proszek kolendry),łyżka
392,Jednostka,sprigs (liście curry),gałązki
392,Jednostka,Tbsps (ożywić),łyżki
392,Jednostka,Tbsps (nasiona gorczycy),łyżki
392,Jednostka,Tbsp (kurkuma w proszku),łyżka
393,Jednostka,Tbsps (olej słonecznikowy),łyżki
393,Jednostka,servings (sól i pieprz),porcje
394,Jednostka,Tbsps (chutney z kolendry),łyżki
394,Jednostka,Tbsp (liście kozieradki)),łyżka
394,Jednostka,Tbsps (mąka)),łyżki
394,Jednostka,Tbsps (liście kolendry),łyżki
394,Jednostka,tsps (garam masala),łyżeczki
394,Jednostka,tsp (proszek garam masala),łyżeczka
394,Jednostka,Tbsp (pasta czosnkowa),łyżka
394,Jednostka,Tbsp (pasta imbirowo-chili),łyżka
394,Jednostka,Tbsps (sok z cytryny),łyżki
394,Jednostka,Tbsps (jogurt),łyżki
394,Jednostka,tsp (proszek chaat masala),łyżeczka
394,Jednostka,servings (oliwa z oliwek),porcje
394,Jednostka,Tbsps (trochę oliwy z oliwek do posmarowania ziemniaków),łyżki
394,Jednostka,Tbsps (chaat masala),łyżki
394,Jednostka,tsps (sól),łyżeczki
394,Jednostka,pinch (sól),szczypta
395,Jednostka,cans (czarna fasola),puszki
395,Jednostka,Tbsp (sok z limonki),łyżka
395,Jednostka,servings (sól i pieprz),porcje
396,Jednostka,tsps (pieprz),łyżeczki
396,Jednostka,servings (penne),porcje
396,Jednostka,tsp (bazylia),łyżeczka
396,Jednostka,cloves (czosnek),ząbki
396,Jednostka,Tbsp (serek mascarpone),łyżka
396,Jednostka,Tbsp (oliwa z oliwek),łyżka
396,Jednostka,tsp (oregano),łyżeczka
396,Jednostka,pinch (sól),szczypta
397,Jednostka,Tbsps (żurawina),łyżki
397,Jednostka,Tbsp (orzechy włoskie),łyżka
398,Jednostka,servings (sól i pieprz),porcje
398,Jednostka,servings (pecorino),porcje
399,Jednostka,Tbsp (czysty miód),łyżka
399,Jednostka,head (sałata kędzierzawa),główka
399,Jednostka,pkg (ser feta),opakowanie
399,Jednostka,Tbsps (mennica),łyżki
399,Jednostka,Tbsps (oliwa z oliwek),łyżki
399,Jednostka,servings (papryka),porcje
399,Jednostka,servings (sól),porcje
400,Jednostka,pkt (aktywne drożdże),opakowanie
400,Jednostka,Tbsps (oliwa z oliwek),łyżki
400,Jednostka,Tbsps (sok pomarańczowy),łyżki
400,Jednostka,tsps (sól),łyżeczki
400,Jednostka,Tbsps (ciepła woda),łyżki
401,Jednostka,cloves (czosnek),ząbki
401,Jednostka,tsps (mielony pieprz),łyżeczki
401,Jednostka,Tbsps (oliwa z oliwek),łyżki
401,Jednostka,Tbsps (orzechy pekan)),łyżki
401,Jednostka,Tbsps (czerwony ocet winny),łyżki
401,Jednostka,tsp (sól),łyżeczka
402,Jednostka,Tbsps (oliwa z oliwek),łyżki
402,Jednostka,servings (cebula),porcje
402,Jednostka,servings (płatki pieprzu),porcje
402,Jednostka,Tbsps (pasta tahiti),łyżki
403,Jednostka,tsps (papryka ostra),łyżeczki
403,Jednostka,Tbsp (sos sojowy),łyżka
403,Jednostka,Tbsp (cukier),łyżka
403,Jednostka,tsps (ocet destylowany),łyżeczki
404,Jednostka,tsp (sól),łyżeczka
404,Jednostka,Tbsp (skórka cytrynowa),łyżka
404,Jednostka,tsps (mielony pieprz),łyżeczki
404,Jednostka,tsp (zioła prowansalskie),łyżeczka
405,Jednostka,inch (laska cynamonu),cm
405,Jednostka,tsps (nasiona gorczycy),łyżeczki
405,Jednostka,Tbsps (olej),łyżki
405,Jednostka,tsp (płatki chilli),łyżeczka
405,Jednostka,servings (sól),porcje
405,Jednostka,tsp (kurkuma),łyżeczka
406,Jednostka,Cloves (czosnek),ząbki
406,Jednostka,tsp (mielony kminek),łyżeczka
406,Jednostka,tsps (chili w proszku),łyżeczki
406,Jednostka,tsps (sól),łyżeczki
406,Jednostka,pinch (pieprz),szczypta
407,Jednostka,cloves (czosnek),ząbki
407,Jednostka,Tbsps (olej słonecznikowy),łyżki
407,Jednostka,Handful (pietruszka),garść
407,Jednostka,servings (sól i pieprz),porcje
408,Jednostka,tsps (pieprz),łyżeczki
408,Składnik,brinjal,bakłażan
408,Jednostka,cloves (czosnek),ząbki
408,Jednostka,Tbsps (sok z cytryny),łyżki
408,Jednostka,servings (liście pietruszki/kolendry),porcje
408,Jednostka,servings (sól),porcje
409,Jednostka,servings (oliwa z oliwek),porcje
409,Jednostka,servings (sól i pieprz),porcje
410,Jednostka,slice (chleb zbożowy),plasterek
410,Jednostka,Tbsp (ocet),łyżka
410,Jednostka,servings (oliwa z oliwek),porcje
410,Jednostka,cloves (czosnek),ząbki
410,Jednostka,pinch (płatki chilli),szczypta
410,Jednostka,bunch (liście szpinaku),pęczek
410,Jednostka,servings (sól i pieprz),porcje
411,Jednostka,inch (ożywić),cm
411,Jednostka,tsp (mielona kurkuma),łyżeczka
411,Jednostka,servings (miód),porcje
412,Jednostka,Tbsps (sok z cytryny),łyżki
412,Jednostka,Tbsps (biały ocet winny),łyżki
412,Jednostka,Tbsp (szalotka),łyżka
412,Jednostka,tsps (miód),łyżeczki
412,Jednostka,tsps (sumak),łyżeczki
412,Jednostka,servings (sól i pieprz),porcje
412,Jednostka,slice (chrupiący chleb wieloziarnisty),plasterek
412,Jednostka,Tbsp (mennica),łyżka
412,Jednostka,Tbsp (sumak),łyżka
412,Jednostka,servings (sól i pieprz),porcje
413,Jednostka,Tbsp (oliwa z oliwek),łyżka
413,Jednostka,cloves (czosnek),ząbki
414,Jednostka,tsps (kminek),łyżeczki
414,Jednostka,tsps (sól),łyżeczki
414,Jednostka,tsps (pieprz),łyżeczki
414,Jednostka,Tbsps (nasiona słonecznika),łyżki
414,Jednostka,Tbsps (pietruszka),łyżki
415,Jednostka,TB (proszek chili ancho),łyżka
415,Jednostka,TB (chili chipotle w sosie adobo),łyżka
415,Jednostka,Tbsp (czosnek),łyżka
415,Jednostka,tsp (mielona kolendra),łyżeczka
415,Jednostka,tsp (mielony kminek),łyżeczka
415,Jednostka,TB (oliwa z oliwek),łyżka
415,Jednostka,tsp (meksykańskie oregano),łyżeczka
415,Jednostka,servings (sól i pieprz),porcje
416,Jednostka,Tbsp (ser feta),łyżka
416,Jednostka,Tbsps (prażone migdały),łyżki
416,Jednostka,Tbsp (oliwa z oliwek),łyżka
416,Jednostka,serving (sól i pieprz),porcja
417,Jednostka,Tbsps (mleko),łyżki
417,Jednostka,Tbsps (olej słonecznikowy),łyżki
417,Jednostka,tsp (drożdże),łyżeczka
417,Jednostka,tsps (cukier),łyżeczki
417,Jednostka,tsps (sól),łyżeczki
417,Jednostka,Tbsps (szczypiorek),łyżki
417,Jednostka,Tbsps (liście kolendry),łyżki
417,Jednostka,Tbsps (szpinak),łyżki
417,Jednostka,servings (mleko do posmarowania chleba),porcje
418,Jednostka,Tbsps (oliwa z oliwek),łyżki
418,Jednostka,tsp (proszek czosnkowy),łyżeczka
418,Jednostka,servings (świeżo mielony pieprz),porcje
419,Jednostka,tsp (sól koszerna),łyżeczka
419,Jednostka,tsps (gałka muszkatołowa),łyżeczki
419,Jednostka,tsps (oliwa z oliwek),łyżeczki
419,Jednostka,servings (sól i pieprz),porcje
420,Jednostka,tsp (kminek),łyżeczka
420,Jednostka,servings (sól i pieprz),porcje
421,Jednostka,tsp (korzeń imbiru),łyżeczka
421,Jednostka,Tbsps (miód),łyżki
421,Jednostka,Tbsp (sos sojowy),łyżka
421,Jednostka,Tbsps (mirin),łyżki
421,Jednostka,Tbsp (ocet ryżowy),łyżka
421,Jednostka,tsps (pasta wasabi),łyżeczki
422,Jednostka,Tbsps (olej roślinny),łyżki
422,Jednostka,stalks (seler),łodygi
422,Jednostka,Tbsp (czosnek),łyżka
422,Jednostka,Tbsps (sos ostrygowy),łyżki
422,Jednostka,Tbsps (sos sojowy),łyżki
422,Jednostka,servings (pasta chili),porcje
422,Jednostka,servings (kliny limonkowe),porcje
423,Jednostka,bunch (jarmuż),pęczek
423,Jednostka,bunch (jarmuż lacinato),pęczek
423,Jednostka,servings (oliwa z oliwek),porcje
423,Jednostka,servings (sól),porcje
423,Jednostka,servings (pieprz),porcje
423,Jednostka,Tbsps (musztarda dijon),łyżki
423,Jednostka,Tbsps (liście oregano),łyżki
423,Jednostka,tsps (sól koszerna),łyżeczki
423,Jednostka,tsps (płatki pieprzu),łyżeczki
423,Jednostka,Tbsp (syrop klonowy),łyżka
423,Jednostka,cloves (czosnek),ząbki
424,Jednostka,bunch (jarmuż),pęczek
424,Jednostka,tsps (sól koszerna),łyżeczki
424,Jednostka,tsps (pieprz),łyżeczki
424,Jednostka,cloves (czosnek),ząbki
424,Jednostka,tsps (sok z cytryny),łyżeczki
424,Jednostka,Tbsp (oliwa z oliwek),łyżka
425,Jednostka,pinch (proszek do pieczenia),szczypta
425,Jednostka,tsps (proszek kardamonu),łyżeczki
425,Jednostka,tsps (proszek cynamonowy),łyżeczki
425,Jednostka,tsp (proszek kolendry),łyżeczka
425,Jednostka,tsp (kminek w proszku),łyżeczka
425,Jednostka,Tbsp (ożywić),łyżka
425,Jednostka,tsps (mielony koper włoski),łyżeczki
425,Jednostka,servings (sól),porcje
425,Jednostka,Tbsps (olej słonecznikowy),łyżki
425,Jednostka,tsps (kurkuma),łyżeczki
426,Jednostka,tsps (pieprz),łyżeczki
426,Jednostka,tsps (kolendra),łyżeczki
426,Jednostka,tsps (kminek),łyżeczki
426,Jednostka,tsp (czosnek),łyżeczka
426,Jednostka,tsps (sól koszerna),łyżeczki
426,Jednostka,servings (ser meksykański),porcje
426,Jednostka,Tbsps (oliwa z oliwek),łyżki
426,Jednostka,tsp (cebula),łyżeczka
426,Jednostka,tsps (oregano),łyżeczki
426,Jednostka,bag (sałata rzymska),opakowanie
426,Jednostka,Tbsp (ocet),łyżka
427,Jednostka,servings (sól),porcje
427,Jednostka,Tbsp (oliwa z oliwek),łyżka
427,Jednostka,Tbsp (sok z cytryny),łyżka
428,Składnik,asparagus,szparagi
428,Jednostka,pinch (sól morska i świeżo mielony pieprz),szczypta
429,Jednostka,bottle (sos ze skrzydełek bawolego),butelka
429,Jednostka,tsp (curry w proszku),łyżeczka
429,Jednostka,tsp (proszek czosnkowy),łyżeczka
429,Jednostka,Tbsps (drożdże odżywcze),łyżki
429,Jednostka,tsp (proszek cebulowy),łyżeczka
430,Jednostka,tsp (olej),łyżeczka
430,Jednostka,servings (kolendra),porcje
430,Jednostka,tsp (kminek),łyżeczka
430,Jednostka,servings (sól i pieprz),porcje
430,Jednostka,tsps (miód),łyżeczki
431,Jednostka,tsps (chili w proszku),łyżeczki
431,Jednostka,Tbsps (ser cheddar o obniżonej zawartości tłuszczu),łyżki
431,Jednostka,serving (sól),porcja
432,Jednostka,servings (sól i pieprz),porcje
433,Jednostka,pinch (pieprz),szczypta
433,Jednostka,Tbsp (oliwa z oliwek z pierwszego tłoczenia),łyżka
433,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
433,Jednostka,Tbsp (rozmaryn),łyżka
433,Jednostka,Tbsp (czosnek),łyżka
433,Jednostka,Tbsp (majonez),łyżka
433,Jednostka,Tbsp (oregano),łyżka
433,Jednostka,tsps (pieprz),łyżeczki
433,Jednostka,Tbsps (orzeszki piniowe),łyżki
433,Jednostka,tsps (sól),łyżeczki
433,Jednostka,tsp (sól),łyżeczka
433,Jednostka,Tbsp (tymianek),łyżka
434,Jednostka,Tbsps (migdały),łyżki
434,Jednostka,Tbsps (ocet balsamiczny z granatów),łyżki
434,Jednostka,Tbsps (musztarda dijon),łyżki
434,Jednostka,tsp (miód),łyżeczka
434,Jednostka,Tbsp (oliwa z oliwek),łyżka
434,Jednostka,servings (sól i pieprz),porcje
435,Jednostka,servings (mennica),porcje
435,Jednostka,Tbsps (miód),łyżki
436,Jednostka,bunch (kolendra),pęczek
436,Jednostka,clove (czosnek),ząbek
436,Jednostka,servings (papryka),porcje
436,Jednostka,servings (sól),porcje
437,Jednostka,tsp (proszek cynamonowy),łyżeczka
437,Jednostka,tsps (nasiona kminku),łyżeczki
437,Jednostka,Tbsp (czosnek),łyżka
437,Jednostka,Tbsp (sok z cytryny lub),łyżka
437,Jednostka,tsp (nasiona gorczycy),łyżeczka
437,Jednostka,servings (sól),porcje
437,Jednostka,servings (cukier),porcje
437,Jednostka,Tbsp (olej słonecznikowy),łyżka
437,Jednostka,tsps (kurkuma),łyżeczki
438,Jednostka,Tbsps (pietruszka),łyżki
438,Jednostka,Tbsps (chrzan),łyżki
438,Jednostka,Tbsps (sok z cytryny),łyżki
438,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
438,Jednostka,tsp (sól morska),łyżeczka
438,Jednostka,tsps (mielony pieprz),łyżeczki
440,Jednostka,servings (pieprz),porcje
440,Jednostka,Tbsp (brązowy cukier),łyżka
440,Jednostka,pinches (zioła),szczypty
440,Jednostka,clove (czosnek),ząbek
440,Jednostka,Tbsp (olej z pestek winogron),łyżka
440,Jednostka,Tbsps (sok z cytryny),łyżki
440,Jednostka,servings (czerwony ocet winny),porcje
440,Jednostka,tsps (sól),łyżeczki
441,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
441,Jednostka,tsps (sól),łyżeczki
441,Jednostka,dash (pieprz),szczypta
441,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
442,Jednostka,bunch (kolendra),pęczek
442,Jednostka,servings (kolejny łyk oliwy z czerwonych pomarańczy),porcje
442,Jednostka,tsps (oliwa z oliwek z krwi i pomarańczy mollie stone's),łyżeczki
442,Jednostka,servings (posypka czosnkowo-pieprzowa),porcje
442,Jednostka,servings (sól i pieprz),porcje
443,Jednostka,Tbsp (ocet jabłkowy),łyżka
443,Jednostka,handfuls (pietruszka),garście
443,Jednostka,tsp (zioła prowansalskie),łyżeczka
443,Jednostka,Tbsp (oliwa z oliwek),łyżka
443,Jednostka,servings (sól morska),porcje
443,Jednostka,servings (nasiona sezamu do dekoracji),porcje
443,Jednostka,dash (sos sojowy),szczypta
443,Jednostka,servings (kolorowy kamień nazębny na podłożu warzywnym. także dotyk),porcje
443,Jednostka,servings (blender ręczny),porcje
443,Jednostka,servings (blender ręczny),porcje
444,Jednostka,Tbsps (oliwa z oliwek),łyżki
444,Jednostka,servings (sól i pieprz),porcje
445,Jednostka,bunch (koperek),pęczek
445,Jednostka,bunch (pietruszka),pęczek
445,Jednostka,servings (sól morska),porcje
445,Jednostka,tsps (mielony pieprz),łyżeczki
445,Jednostka,tsp (papryka),łyżeczka
445,Jednostka,Tbsp (tymianek),łyżka
445,Jednostka,Tbsps (nierafinowany olej słonecznikowy),łyżki
447,Jednostka,Tbsps (mąka),łyżki
447,Jednostka,tsps (proszek czosnkowy),łyżeczki
447,Jednostka,tsps (sól),łyżeczki
447,Jednostka,tsps (mielony pieprz),łyżeczki
448,Jednostka,pkg (drożdże),opakowanie
448,Jednostka,Tbsps (mielone siemię lniane),łyżki
448,Jednostka,Tbsps (ziarno amarantusa),łyżki
448,Jednostka,Tbsps (niezbędny gluten pszenny),łyżki
448,Jednostka,tsps (sól),łyżeczki
449,Jednostka,cloves (czosnek),ząbki
449,Jednostka,Tbsps (sok z cytryny),łyżki
449,Jednostka,Tbsps (ocet ryżowy),łyżki
449,Jednostka,tsps (musztarda dijon),łyżeczki
449,Jednostka,servings (płatki czerwonej papryki),porcje
449,Jednostka,servings (sól i pieprz),porcje
450,Jednostka,servings (krewetki),porcje
450,Jednostka,Tbsp (oliwa z oliwek),łyżka
450,Jednostka,servings (sól i pieprz),porcje
450,Jednostka,servings (sałatka),porcje
450,Składnik,1 sałata kosmiczna,1 sałata rzymska
450,Jednostka,leaf (1 sałata kosmiczna),liść
450,Jednostka,servings (awokado),porcje
450,Jednostka,servings (opatrunek),porcje
451,Jednostka,tsps (sól),łyżeczki
451,Jednostka,tsps (pieprz),łyżeczki
451,Jednostka,Tbsp (olej kokosowy),łyżka
452,Jednostka,servings (żurawiny),porcje
452,Jednostka,servings (oliwa z oliwek),porcje
452,Jednostka,servings (pietruszka),porcje
452,Jednostka,servings (orzeszki piniowe),porcje
452,Jednostka,servings (sól i pieprz),porcje
453,Jednostka,Tbsp (olej z pestek winogron),łyżka
453,Jednostka,head (kapusta włoska),główka
453,Jednostka,tsp (oregano),łyżeczka
453,Jednostka,tsps (tymianek),łyżeczki
453,Jednostka,servings (sól i mielony pieprz),porcje
454,Jednostka,clove (czosnek),ząbek
455,Jednostka,bunch (kapusta włoska),pęczek
455,Jednostka,Tbsps (sok z cytryny),łyżki
455,Jednostka,Tbsps (sos sojowy),łyżki
455,Jednostka,Tbsp (syrop klonowy),łyżka
455,Jednostka,tsp (olej sezamowy),łyżeczka
455,Jednostka,cloves (czosnek),ząbki
455,Jednostka,tsp (sól morska),łyżeczka
455,Jednostka,tsps (ożywić),łyżeczki
455,Jednostka,servings (nasiona sezamu do dekoracji),porcje
456,Jednostka,tsp (oliwa z oliwek),łyżeczka
456,Jednostka,tsps (mielony kminek),łyżeczki
456,Jednostka,tsps (sól koszerna),łyżeczki
456,Jednostka,tsps (mielony pieprz),łyżeczki
456,Jednostka,Tbsps (sos pomidorowy),łyżki
457,Jednostka,serving (oliwa z oliwek z pierwszego tłoczenia),porcja
458,Jednostka,pkg (surówka brokułowa),opakowanie
458,Jednostka,clove (czosnek),ząbek
458,Jednostka,Tbsp (sok z cytryny),łyżka
458,Jednostka,Tbsps (pietruszka),łyżki
458,Jednostka,Tbsp (tymianek),łyżka
459,Jednostka,Tbsps (curry w proszku),łyżki
459,Jednostka,Tbsps (liście bazylii),łyżki
459,Jednostka,servings (sól i pieprz),porcje
459,Jednostka,Tbsp (olej roślinny do smażenia),łyżka
460,Jednostka,pinch (proszek do pieczenia),szczypta
460,Jednostka,tsps (proszek kardamonu),łyżeczki
460,Jednostka,tsps (proszek cynamonowy),łyżeczki
460,Jednostka,tsp (proszek kolendry),łyżeczka
460,Jednostka,tsp (kminek w proszku),łyżeczka
460,Jednostka,Tbsp (ożywić),łyżka
460,Jednostka,tsps (mielony koper włoski),łyżeczki
460,Jednostka,servings (sól),porcje
460,Jednostka,Tbsps (olej słonecznikowy),łyżki
460,Jednostka,tsps (kurkuma),łyżeczki
461,Jednostka,Tbsps (brązowy cukier),łyżki
461,Jednostka,pinch (cayenne),szczypta
461,Jednostka,inch (ożywić),cm
461,Jednostka,clove (czosnek),ząbek
461,Jednostka,Tbsp (ocet ryżowy),łyżka
461,Jednostka,tsps (sól morska),łyżeczki
461,Jednostka,Tbsps (olej sezamowy),łyżki
461,Jednostka,servings (olej sezamowy),porcje
461,Jednostka,Tbsp (sos tamari),łyżka
461,Jednostka,tsp (kurkuma),łyżeczka
462,Jednostka,leaf (kapusta włoska),liść
462,Jednostka,Tbsps (oliwa z oliwek),łyżki
462,Jednostka,servings (sól),porcje
462,Jednostka,servings (papryka),porcje
463,Jednostka,tsp (pieprz),łyżeczka
463,Jednostka,Tbsps (nasiona sezamu),łyżki
463,Jednostka,cups (oliwa z oliwek z pierwszego tłoczenia),szklanki
463,Jednostka,tsps (sól koszerna),łyżeczki
463,Jednostka,bunches (serca sałaty rzymskiej),pęczki
