id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
59,Zupa z dyni piżmowej i jabłek w curry,"1. Przygotuj dwa małe rondelki.
2. W jednym zmieszaj 1/2 dyni i 1/2 jabłka, zagotuj i gotuj na wolnym ogniu, aż po nakłuciu widelcem będą miękkie.
3. Do drugiej dodać resztę warzyw wraz z 1 szklanką wody, doprowadzić całość do wrzenia, zmniejszyć ogień i gotować na wolnym ogniu, aż będzie bardzo miękka. Gdy warzywa będą bardzo miękkie, zdejmij je z ognia i zmiksuj je razem (bez odsączania) z braggsem, przyprawami, srirachą i dodatkową 1/2 szklanki wody.
4. Zmiksowaną część zupy wymieszać z duszoną dynią i jabłkami.
5. Wymieszaj pokrojone w kostkę tofu, delikatnie podgrzej i podawaj.","Jeśli chcesz dodać więcej przepisów <b>bezglutenowych, bezmlecznych, wegetariańskich i wegańskich</b> do swojego pudełka z przepisami, przepisem, który powinieneś wypróbować, jest zupa z dyni piżmowej w curry i zupa jabłkowa. Za <b>1,41 USD za porcję</b> ten przepis <b>pokrywa 16%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis zawiera 1. Jedna porcja zawiera <b>134 kalorie</b>, <b>7 g białka</b> i <b>3 g tłuszczu</b>. Mieszanka squirt sriracha, dyni piżmowej, jabłka i garści innych składników","[{""name"": ""kalafior"", ""unit"": ""g"", ""amount"": 99.223}, {""name"": ""dynia piżmowa"", ""unit"": ""g"", ""amount"": 70.874}, {""name"": ""jabłko"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""woda"", ""unit"": ""ml"", ""amount"": 236.588}, {""name"": ""braggs płynne aminokwasy"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""curry w proszku"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""proszek imbirowy"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""tryskać sriracha"", ""unit"": ""łyżeczki"", ""amount"": 0.125}, {""name"": ""blok lite tofu"", ""unit"": """", ""amount"": 0.125}]",Międzynarodowa,True,"[""appetizer"",""vegan"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""soup"",""starter"",""hor d'oeuvre""]",,,45,https://img.spoonacular.com/recipes/641057-312x231.jpg,"['jabłko', 'tryskać sriracha', 'woda', 'proszek imbirowy', 'curry w proszku', 'dynia piżmowa', 'blok lite tofu', 'braggs płynne aminokwasy', 'kalafior']"
60,Sałatka z amarantusa i pieczonych warzyw,"1. Ugotuj amarantus z około szklanką wody, aż uzyska lepką konsystencję
2. Cebulę pokroić w grubszą kostkę
3. Dodaj cebulę i pokrojoną w kostkę dynię na blachę wyłożoną folią aluminiową
4. Skropić oliwą z oliwek i posypać solą ziołową i pieprzem
5. Wstawić do nagrzanego piekarnika i piec, aż brzegi dyni będą chrupiące
6. Tuż przed przygotowaniem warzyw wrzuć młode pomidory
7. Obtocz warzywa w ugotowanym amarantusie
8. Oderwij kilka liści rukoli
9. Wymieszaj i gotowe – niezwykła sałatka z pieczonych warzyw!
10. Podawać na ciepło","Sałatka z amarantusa i pieczonych warzyw może być właśnie <b>bezglutenowym, bezmlecznym, wegetariańskim i wegańskim</b> przepisem, którego szukałeś. Ten przepis służy 2 osobom i kosztuje 2,47 USD za porcję. Ta przystawka zawiera <b>361 kalorii</b>, <b>9 g białka</b> i <b>18 g tłuszczu</b> na porcję. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Ten przepis z Foodista wymaga amarantusa, pomidorków koktajlowych, papryki i dyni. 5 osób próbowało i polubiło to","[{""name"": ""amarant"", ""unit"": ""g"", ""amount"": 96.5}, {""name"": ""oliwa bazyliowa"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""papryka"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""dynia"", ""unit"": ""opakowanie"", ""amount"": 0.5}, {""name"": ""cebula"", ""unit"": """", ""amount"": 1}, {""name"": ""liście rakiety"", ""unit"": ""porcje"", ""amount"": 9}, {""name"": ""sól ziołowa"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""pomidorki koktajlowe"", ""unit"": """", ""amount"": 0.5}]",Międzynarodowa,False,"[""appetizer"",""vegan"",""side dish"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""starter"",""hor d'oeuvre"",""salad""]",,,45,https://img.spoonacular.com/recipes/632269-312x231.jpg,"['cebula', 'papryka', 'pomidorki koktajlowe', 'oliwa bazyliowa', 'dynia', 'liście rakiety', 'amarant', 'sól ziołowa']"
63,Detox Bowl z Pieczonego Kalafiora Z Sosem Tahini,"1. Namocz orzechy nerkowca przez noc w wodzie. Rozgrzej piekarnik do 200°C. Pokrój kalafior na różyczki, wymieszaj z oliwą z oliwek i mielonym kminkiem. Piecz przez 20-25 minut na złoty kolor. Aby przygotować sos, dodaj wszystkie składniki oprócz wody i soli do robota kuchennego. Podczas miksowania dolewaj po trochu wodę, aż sos zacznie robić się gładki. Kontynuuj przetwarzanie, zdrapując boki lub w razie potrzeby dodając dodatkową wodę, aż sos będzie tak gładki, jak tylko potrafi to zrobić robot kuchenny.
2. Dodać sól do smaku. Komosę ryżową gotować w rondlu przez 10 minut, następnie odcedzić i odstawić. W międzyczasie pokrój jarmuż i czerwoną kapustę w cienkie paski i podsmaż na patelni z posiekanym ząbkiem czosnku na średnim ogniu, aż zwiędną.
3. Dodaj komosę ryżową i wymieszaj, aby wszystko się wymieszało.
4. Na dno miski włóż trochę mieszanki jarmużu, połóż na niej pokrojone awokado, część pieczonego kalafiora, skrop sosem tahini i, jeśli chcesz, posyp rzeżuchą.","Detox Bowl z pieczonym kalafiorem i sosem Tahini może być właśnie daniem głównym, którego szukasz. Jedna porcja zawiera <b>549 kalorii</b>, <b>18 g białka</b> i <b>30 g tłuszczu</b>. Ten przepis służy 2 osobom i kosztuje 3,06 USD za porcję. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Mieszanka liści jarmużu, czosnku, mielonego kminku i garści innych składników wystarczy, aby ten przepis był tak pyszny. Jest to dobra opcja, jeśli stosujesz dietę bezglutenową, bezmleczną i wegetariańską z dodatkiem lakto ovo","[{""name"": ""liście jarmużu"", ""unit"": """", ""amount"": 3}, {""name"": ""czosnek"", ""unit"": ""ząbek"", ""amount"": 1}, {""name"": ""komosa ryżowa"", ""unit"": ""g"", ""amount"": 85}, {""name"": ""kapusta"", ""unit"": """", ""amount"": 0.25}, {""name"": ""awokado"", ""unit"": """", ""amount"": 1}, {""name"": ""kalafior"", ""unit"": """", ""amount"": 0.5}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""mielony kminek"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""rzeżucha ogrodowa"", ""unit"": ""porcje"", ""amount"": 2}, {""name"": ""czosnek pieczony"", ""unit"": ""główka"", ""amount"": 1}, {""name"": ""orzechy nerkowca"", ""unit"": ""ml"", ""amount"": 118.294}, {""name"": ""tahini"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 4}, {""name"": ""sól koszerna"", ""unit"": ""łyżeczki"", ""amount"": 0.25}]",Międzynarodowa,True,"[""dinner"",""main dish"",""vegan"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch""]",,,50,https://img.spoonacular.com/recipes/1095753-312x231.jpg,"['komosa ryżowa', 'czosnek pieczony', 'tahini', 'liście jarmużu', 'oliwa z oliwek', 'woda', 'rzeżucha ogrodowa', 'czosnek', 'orzechy nerkowca', 'sól koszerna', 'mielony kminek', 'awokado', 'kapusta', 'kalafior']"
64,Wędzona Zupa Z Czarnej Fasoli Ze Słodkimi Ziemniakami I Jarmużem,"1. Rozłóż suchą fasolę na blasze do pieczenia i wybierz kamyczki.
2. Umieść fasolę w dużym garnku do zupy, zalej wodą na głębokość 3 cali i pozwól jej namoczyć przez noc lub przez 6-8 godzin, a następnie wylej tę wodę. Namoczoną fasolę włóż z powrotem do garnka i ponownie zalej 3 calami wody, zagotuj. Zmniejsz ogień do średnio niskiego, załóż pokrywkę i gotuj, aż fasola zacznie robić się miękka, ale nadal twarda, około 1 1/2 godziny.
3. Odcedź fasolę.
4. Rozgrzej olej w garnku do zupy na średnim ogniu.
5. Dodać cebulę wraz ze szczyptą soli i smażyć, aż zmięknie i stanie się złociste. Dodajemy 1 łyżkę mielonego kminku, dodajemy fasolę wraz z bulionem lub wodą i doprowadzamy do wrzenia. Reduce heat to medium-low, cover and cook for 30 min. W międzyczasie obierz i posiekaj słodkie ziemniaki. Jarmuż myjemy, usuwamy łodygi i siekamy liście.
6. Wyjąć połowę fasoli wraz z płynem i odstawić do lekkiego przestygnięcia.
7. Do garnka dodać słodkie ziemniaki i jarmuż, doprawić solą i pieprzem. Przykryj i gotuj przez 10 minut.
8. Przestudzoną fasolę przełóż do blendera i zmiksuj na gładkie puree, po czym włóż je z powrotem do garnka. Wymieszaj pozostałą 1 łyżkę mielonego kminku. Teraz dodaj 1 łyżkę chipotle w adobo. Próbuj i dodawaj więcej, aż uzyskasz taki poziom pikanterii, jaki lubisz. Dostosuj sól &amp; pieprz według potrzeby.
9. Podawać z kleksem kwaśnej śmietany.","Przepisów na danie główne nigdy za wiele, więc wypróbuj zupę z czarnej fasoli ze słodkimi ziemniakami i jarmużem. Jedna porcja zawiera <b>555 kalorii</b>, <b>23 g białka</b> i <b>7 g tłuszczu</b>. Ten przepis służy 6 osobom. Za <b>2,62 USD za porcję</b> ten przepis <b>pokrywa 41%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis wypróbowało i polubiło 5 osób. Ten przepis od Foodista wymaga bulionu z kurczaka, cebuli, czarnej fasoli oraz soli i pieprzu. Od przygotowania do talerza, to","[{""name"": ""rosół z kurczaka"", ""unit"": ""l"", ""amount"": 1.41}, {""name"": ""chili chipotle"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""czarna fasola"", ""unit"": ""g"", ""amount"": 453.592}, {""name"": ""mielony kminek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""kapusta włoska"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""cebula"", ""unit"": """", ""amount"": 1}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 6}, {""name"": ""słodkie ziemniaki"", ""unit"": ""kgs"", ""amount"": 1.361}]",Międzynarodowa,True,"[""dinner"",""main dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""soup"",""lunch""]",,,630,https://img.spoonacular.com/recipes/660405-312x231.jpg,"['cebula', 'słodkie ziemniaki', 'rosół z kurczaka', 'oliwa z oliwek', 'kapusta włoska', 'czarna fasola', 'sól i pieprz', 'chili chipotle', 'mielony kminek']"
65,Kapelusze z nadziewanymi grzybami Alouette®,"1. Rozgrzej piekarnik do 175 F.
2. Połóż kapelusze grzybów wklęsłą stroną do góry na blasze do pieczenia. Napełnij każdą czapkę 1 łyżeczką. Alouette Czosnek i Zioła
3. Posmarować serem i posypać przyprawioną bułką tartą.
4. Piec 12-15 minut.
5. Udekoruj i podawaj.","Przepisów na hor d'oeuvre nigdy za wiele, więc wypróbuj Alouette® Nadziewane Kapelusze Grzybowe. Obserwujesz swoją sylwetkę? Ten bezmleczny, lakto ovo wegetariański i wegański przepis zawiera <b>30 kalorii</b>, <b>2 g białka</b> i <b>0 g tłuszczu</b> na porcję. Ten przepis służy 8 osobom. Za <b>1,5 USD za porcję</b> ten przepis <b>pokrywa 11%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Kilka osób przygotowało ten przepis i","[{""name"": ""przyprawiona bułka tarta"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""czapki grzybowe"", ""unit"": """", ""amount"": 18}, {""name"": ""serek ze szpinakiem"", ""unit"": ""g"", ""amount"": 184.272}]",Międzynarodowa,True,"[""appetizer"",""vegan"",""antipasti"",""lacto ovo vegetarian"",""snack"",""dairy free"",""antipasto"",""starter"",""hor d'oeuvre""]",,,45,https://img.spoonacular.com/recipes/632252-312x231.jpg,"['przyprawiona bułka tarta', 'serek ze szpinakiem', 'czapki grzybowe']"
66,Łatwe Pieczone Warzywa,"1. Rozgrzej piekarnik do 200 stopni Celsjusza (wentylator: 180 stopni Celsjusza)
2. Obierz i pokrój warzywa na kawałki (niekoniecznie trzeba obierać ziemniaki).
3. Przed dodaniem warzyw wymieszaj w dużej misce oliwę z oliwek, paprykę, suszoną bazylię, sól i pieprz.
4. Wszystko dobrze wymieszaj.
5. Warzywa ułożyć na dużej blasze/naczyniu do pieczenia. Upewnij się, że są równomiernie rozłożone. Celuj w pojedynczą warstwę.
6. Gotuj warzywa w piekarniku przez około 30 minut. Powinny być miękkie, ale nadal lekko gryzące.","Łatwe pieczone warzywa to przepis bezglutenowy, bezmleczny, lakto ovo-wegetariański i cały przepis 30</b> z 4 porcjami. Jedna porcja tego dania zawiera około <b>9 g białka</b>, <b>4 g tłuszczu</b> i łącznie <b>358 kalorii</b>. Za <b>1,28 USD za porcję</b> ten przepis <b>pokrywa 30%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. 3 osoby wypróbowały i polubiły ten przepis. Ten przepis z Foodista wymaga dyni piżmowej, papryki, soli i pieprzu oraz oliwy z oliwek. Działa dobrze jako","[{""name"": ""dynia piżmowa"", ""unit"": """", ""amount"": 0.5}, {""name"": ""korzenie buraków"", ""unit"": """", ""amount"": 3}, {""name"": ""ziemniaki"", ""unit"": """", ""amount"": 6}, {""name"": ""oliwa z oliwek"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""papryka"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""bazylia"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 4}]",Międzynarodowa,True,"[""vegan"",""side dish"",""gluten free"",""lacto ovo vegetarian"",""whole 30"",""dairy free""]",,,45,https://img.spoonacular.com/recipes/642085-312x231.jpg,"['papryka', 'oliwa z oliwek', 'bazylia', 'ziemniaki', 'sól i pieprz', 'dynia piżmowa', 'korzenie buraków']"
67,Schłodzona Zupa Ogórkowa Z Awokado Z Jogurtem I Kefirem,"1. Ogórki umyj i pokrój w kawałki. Szalotki i cebulę posiekaj.
2. Z awokado wyjmij pestkę, a miąższ wydrąż łyżką.
3. Do blendera włóż ogórki, awokado, cebulę, szalotki, jogurt grecki i kefir.
4. Dodaj sok z cytryny oraz małą garść winogron.
5. Miksuj wszystko na gładką masę. W razie potrzeby dodaj odrobinę wody.
6. Dopraw solą i pieprzem. Schłodź w lodówce przez 30 minut przed podaniem.","Schłodzona zupa ogórkowa z awokado z jogurtem i kefirem to <b>bezglutenowa, lakto ovo wegetariańska i pierwotna</b> przekąska. Ten przepis jest przeznaczony dla 3 osób i kosztuje 2,1 USD za porcję. Jedna porcja tego dania zawiera około <b>9 g białka</b>, <b>7 g tłuszczu</b> i łącznie <b>189 kalorii</b>. Ten przepis zachwycił 171 osób. Mieszanka awokado, kefiru, cebuli i kilku innych składników wystarczy, aby ten przepis był tak pyszny. <b>Jesień</b> będzie jeszcze bardziej wyjątkowa","[{""name"": ""awokado"", ""unit"": """", ""amount"": 0.5}, {""name"": ""perskie ogórki"", ""unit"": """", ""amount"": 5}, {""name"": ""winogrona"", ""unit"": ""small handful"", ""amount"": 1}, {""name"": ""sok z cytryny"", ""unit"": """", ""amount"": 1}, {""name"": ""kefir"", ""unit"": ""ml"", ""amount"": 120}, {""name"": ""jogurt grecki"", ""unit"": ""ml"", ""amount"": 100}, {""name"": ""cebula"", ""unit"": ""g"", ""amount"": 40}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 3}, {""name"": ""szalotki"", ""unit"": """", ""amount"": 4}]",Międzynarodowa,True,"[""appetizer"",""gluten free"",""antipasti"",""lacto ovo vegetarian"",""snack"",""antipasto"",""soup"",""starter"",""hor d'oeuvre"",""primal""]",,,45,https://img.spoonacular.com/recipes/716437-312x231.jpg,"['cebula', 'jogurt grecki', 'perskie ogórki', 'szalotki', 'sól i pieprz', 'winogrona', 'kefir', 'sok z cytryny', 'awokado']"
69,Pączki,"1. W misce wymieszaj wodę z drożdżami i miodem, wymieszaj i odstaw na 15 minut lub do momentu, aż mieszanina zacznie się pienić.
2. Mąkę wymieszać z solą i mlekiem w proszku, do miski wlać mieszaninę drożdży. Ciasto zagniatać aż będzie elastyczne i nieklejące się, przykryć i pozostawić do podwojenia objętości. Może to zająć 1-2 godziny. Na lekko posypanej mąką powierzchni rozwałkuj ciasto, ale nie za cienkie, aby pączki nie były płaskie, i pokrój ciasto w koła. Jeśli masz foremkę do pączków, użyj jej, jeśli nie, użyj małej okrągłej pokrywki lub miski, aby zrobić kółka i mniejszego pojemnika na środkowy otwór. Można improwizować i z plastikowej butelki zrobić dziurkę w środku. Odstawić do wyrośnięcia na kolejne 45 minut.
3. Rozgrzej olej i smaż pączki, aż będą rumiane z obu stron. Glazura waniliowa
4. Zmieszaj 1 szklankę cukru pudru z 30 ml mleka i 1 łyżeczką wanilii.
5. Ubijaj aż masa będzie dobrze wymieszana i posyp nią pączki.
6. Dodaj posypkę do dekoracji
7. Polewa czekoladowa Użyłem sosu czekoladowego i posypałem pączki posypką.","Jeśli masz około <b>45 minut</b> do spędzenia w kuchni, Donuts mogą być niesamowitym przepisem na <b>lakto ovo wegetariańskie</b>, który warto wypróbować. Za <b>68 centów za porcję</b> otrzymasz śniadanie dla 2 osób. Jedna porcja zawiera <b>445 kalorii</b>, <b>13 g białka</b> i <b>2 g tłuszczu</b>. Jeśli masz pod ręką ciepłą wodę, miód, mleko w proszku i kilka innych składników, możesz to zrobić. Jest dostarczany przez Afrolems. Kilka osób przygotowało ten przepis, a 205 stwierdziło, że był strzałem w dziesiątkę. Z s","[{""name"": ""mąka"", ""unit"": ""g"", ""amount"": 187.5}, {""name"": ""miód"", ""unit"": ""ml"", ""amount"": 30}, {""name"": ""mleko w proszku"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""ciepła woda"", ""unit"": ""ml"", ""amount"": 150}, {""name"": ""drożdże"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""lacto ovo vegetarian"",""breakfast"",""morning meal"",""brunch""]",,,45,https://img.spoonacular.com/recipes/716276-312x231.jpg,"['miód', 'ciepła woda', 'mleko w proszku', 'drożdże', 'sól', 'mąka']"
70,Sałatka z soczewicy i mango,"1. Oczyść i posiekaj cebulę, czerwoną paprykę, czosnek, kolendrę
2. Obierz i posiekaj mango
3. Wszystkie składniki sałatki włożyć do miski, dodać oliwę, ocet, doprawić solą i pieprzem
4. Dobrze wymieszaj i odstaw do lodówki na 1/2 godziny
5. Sałatkę można jeść samodzielnie lub jako dodatek do dań mięsnych i drobiowych, delektować się...","Sałatka z soczewicy i mango to danie główne dla 4 osób. Jedna porcja zawiera <b>253 kalorie</b>, <b>12 g białka</b> i <b>6 g tłuszczu</b>. Za <b>1,59 USD za porcję</b> ten przepis <b>pokrywa 25%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Jest dostarczany przez Foodista. 3 osoby uznały ten przepis za smaczny i satysfakcjonujący. Od przygotowania do talerza ten przepis zajmuje około <b>45 minut</b>. Jest to dobra opcja, jeśli przestrzegasz diety bezglutenowej, bezmlecznej i zawierającej lakto ovo","[{""name"": ""kolendra"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""soczewica"", ""unit"": ""g"", ""amount"": 453.592}, {""name"": ""czosnek"", ""unit"": ""ząbek"", ""amount"": 1}, {""name"": ""mango"", ""unit"": """", ""amount"": 1}, {""name"": ""oliwa z oliwek"", ""unit"": ""ml"", ""amount"": 108}, {""name"": ""papryka"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""papryka"", ""unit"": """", ""amount"": 1}, {""name"": ""cebula"", ""unit"": """", ""amount"": 1}, {""name"": ""sól"", ""unit"": ""porcje"", ""amount"": 4}, {""name"": ""biały ocet winny"", ""unit"": ""ml"", ""amount"": 59.75}]",Międzynarodowa,False,"[""dinner"",""main dish"",""vegan"",""side dish"",""gluten free"",""main course"",""lacto ovo vegetarian"",""dairy free"",""lunch"",""salad""]",,,45,https://img.spoonacular.com/recipes/649944-312x231.jpg,"['kolendra', 'papryka', 'cebula', 'biały ocet winny', 'oliwa z oliwek', 'mango', 'soczewica', 'czosnek', 'sól']"
74,Potężny koktajl migdałowy Matcha Superfood,"1. Połącz wszystkie składniki w blenderze. Blend on high until smooth.
2. Podawaj natychmiast.","Powerhouse Almond Matcha Superfood Smoothie to śniadanie dla 2 osób. Jedna porcja zawiera <b>289 kalorii</b>, <b>11 g białka</b> i <b>13 g tłuszczu</b>. Za <b>2,59 USD za porcję</b> ten przepis <b>pokrywa 27%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Jeśli masz pod ręką nasiona chia, herbatę matcha w proszku, banana i kilka innych składników, możesz to zrobić. Jest to dobra opcja, jeśli przestrzegasz diety <b>bezglutenowej, bezmlecznej i pełnoziarnistej 30</b>. Ten przepis z Foodista h","[{""name"": ""naturalne masło migdałowe"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""mleko migdałowe"", ""unit"": ""ml"", ""amount"": 375}, {""name"": ""banan"", ""unit"": ""średnia sztuka"", ""amount"": 1}, {""name"": ""nasiona chia"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""mały jarmuż"", ""unit"": ""g"", ""amount"": 21}, {""name"": ""kawałki mango"", ""unit"": ""g"", ""amount"": 82.5}, {""name"": ""matcha"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""ananas"", ""unit"": ""g"", ""amount"": 123.75}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczki"", ""amount"": 0.5}]",Międzynarodowa,True,"[""beverage"",""gluten free"",""drink"",""morning meal"",""dairy free"",""brunch"",""breakfast""]",,,10,https://img.spoonacular.com/recipes/756814-312x231.jpg,"['nasiona chia', 'matcha', 'naturalne masło migdałowe', 'ananas', 'ekstrakt waniliowy', 'kawałki mango', 'banan', 'mleko migdałowe', 'mały jarmuż']"
